layer,approach,run,ms
fc2,our_kernel,12,1.513
fc2,our_kernel,13,1.513
fc2,our_kernel,14,1.514
fc2,our_kernel,15,1.514
fc2,our_kernel,16,1.513
fc2,our_kernel,17,1.515
fc2,our_kernel,18,1.512
fc2,our_kernel,19,1.513
fc2,cutlass_fused,0,1.227
fc2,cutlass_fused,1,1.223
fc2,cutlass_fused,2,1.224
fc2,cutlass_fused,3,1.224
fc2,cutlass_fused,4,1.224
fc2,cutlass_fused,5,1.226
fc2,cutlass_fused,6,1.224
fc2,cutlass_fused,7,1.223
fc2,cutlass_fused,8,1.223
fc2,cutlass_fused,9,1.223
fc2,cutlass_fused,10,1.224
fc2,cutlass_fused,11,1.225
fc2,cutlass_fused,12,1.224
fc2,cutlass_fused,13,1.224
fc2,cutlass_fused,14,1.225
fc2,cutlass_fused,15,1.224
fc2,cutlass_fused,16,1.222
fc2,cutlass_fused,17,1.225
fc2,cutlass_fused,18,1.225
fc2,cutlass_fused,19,1.225
fc2,cutlass_gemm,0,1.146
fc2,cutlass_gemm,1,1.147
fc2,cutlass_gemm,2,1.146
fc2,cutlass_gemm,3,1.146
fc2,cutlass_gemm,4,1.145
fc2,cutlass_gemm,5,1.146
fc2,cutlass_gemm,6,1.146
fc2,cutlass_gemm,7,1.146
fc2,cutlass_gemm,8,1.146
fc2,cutlass_gemm,9,1.146
fc2,cutlass_gemm,10,1.146
fc2,cutlass_gemm,11,1.146
fc2,cutlass_gemm,12,1.146
fc2,cutlass_gemm,13,1.145
fc2,cutlass_gemm,14,1.146
fc2,cutlass_gemm,15,1.146
fc2,cutlass_gemm,16,1.145
fc2,cutlass_gemm,17,1.147
fc2,cutlass_gemm,18,1.145
fc2,cutlass_gemm,19,1.147
