
=== WALL TIME ===
label                                             ms    tflops  valid  regs  bars
fc1_kstagger_p_strip                           1.384   3164.62      0    86     0
fc1_ncycle_e2_p_fused                          3.241   1351.53      1   115     2
fc1_ncycle_e2_p_gemm                           1.891   2316.41      1   149     2
fc1_ncycle_e2_p_strip                          1.334   3284.24      0    75     0
fc1_ncycle_p_fused                             2.036   2150.79      1   110     2
fc1_ncycle_p_gemm                              2.035   2152.84      1   150     2
fc1_ncycle_p_strip                             1.337   3277.13      0    75     0
fc1_nflat_e2_p_fused                           3.243   1350.59      1   115     2
fc1_nflat_e2_p_gemm                            1.556   2815.33      1   152     2
fc1_nflat_e2_p_strip                           1.339   3271.31      0    77     0
fc1_nflat_p_fused                              2.037   2149.90      1   110     2
fc1_nflat_p_gemm                               1.718   2549.08      1   150     2
fc1_nflat_p_strip                              1.340   3269.84      0    77     0
fc1_nlock_e2_p_fused                           3.245   1349.74      0   115     2
fc1_nlock_e2_p_gemm                            2.005   2184.37      0   150     2
fc1_nlock_e2_p_strip                           1.464   2991.43      0    75     0
fc1_nlock_p_fused                              2.027   2160.94      0   110     2
fc1_nlock_p_gemm                               2.144   2042.47      0   148     2
fc1_nlock_p_strip                              1.466   2987.54      0    75     0
fc1_nsnake_e2_p_fused                          3.237   1353.15      1   115     2
fc1_nsnake_e2_p_gemm                           1.889   2318.69      1   149     2
fc1_nsnake_e2_p_strip                          1.336   3278.94      0    75     0
fc1_nsnake_p_fused                             2.036   2151.47      1   110     2
fc1_nsnake_p_gemm                              2.042   2144.80      1   148     2
fc1_nsnake_p_strip                             1.337   3276.34      0    75     0
fc1_rowmajor_e2_p_fused                        3.235   1353.95      1   115     2
fc1_rowmajor_e2_p_gemm                         1.809   2420.62      1   150     2
fc1_rowmajor_e2_p_strip                        1.378   3178.16      0    75     0
fc1_rowmajor_p_fused                           2.031   2156.58      1   110     2
fc1_rowmajor_p_gemm                            1.891   2316.43      1   148     2
fc1_rowmajor_p_strip                           1.380   3173.46      0    75     0
fc1_zigzag_e2_p_fused                          3.262   1342.65      1   115     2
fc1_zigzag_e2_p_gemm                           1.810   2420.10      1   150     2
fc1_zigzag_e2_p_strip                          1.380   3173.41      0    75     0
fc1_zigzag_p_fused                             2.030   2157.87      1   110     2
fc1_zigzag_p_gemm                              1.890   2317.63      1   148     2
fc1_zigzag_p_strip                             1.382   3170.08      0    75     0
fc1_zorder_e2_p_fused                          3.194   1371.40      0   117     2
fc1_zorder_e2_p_gemm                           1.521   2879.61      0   152     2
fc1_zorder_e2_p_strip                          1.357   3228.31      0    77     0
fc1_zorder_p_fused                             2.095   2090.54      0   112     2
fc1_zorder_p_gemm                              1.754   2496.73      0   152     2
fc1_zorder_p_strip                             1.359   3223.94      0    77     0
fc2_checkered_e2_p_fused                       1.062   4124.28      0   119     2
fc2_checkered_e2_p_gemm                        1.042   4204.78      1   159     2
fc2_checkered_e2_p_strip                       0.985   4444.69      0    96     0
fc2_checkered_p_fused                          1.063   4120.97      1   117     2
fc2_checkered_p_gemm                           1.051   4168.58      1   158     2
fc2_checkered_p_strip                          0.986   4441.50      0    96     0
fc2_default_e2_p_fused                           ERR         ?      ?     ?     ?
fc2_default_e2_p_gemm                          1.061   4129.20      1   163     2
fc2_default_e2_p_strip                         1.025   4273.72      0    99     0
fc2_default_p_fused                            1.070   4092.29      1   126     2
fc2_default_p_gemm                             1.073   4081.39      1   163     2
fc2_default_p_strip                            1.026   4268.49      0    99     0
fc2_dg10_e2_p_fused                              ERR         ?      ?     ?     ?
fc2_dg10_e2_p_gemm                             1.037   4224.61      1   163     2
fc2_dg10_e2_p_strip                            0.987   4436.34      0    96     0
fc2_dg10_p_fused                               1.068   4099.29      1   117     2
fc2_dg10_p_gemm                                1.050   4171.96      1   161     2
fc2_dg10_p_strip                               0.988   4435.49      0    96     0
fc2_dg12_e2_p_fused                            1.068   4101.56      0   119     2
fc2_dg12_e2_p_gemm                             1.040   4210.91      1   163     2
fc2_dg12_e2_p_strip                            0.987   4438.94      0    96     0
fc2_dg12_p_fused                               1.067   4105.20      1   117     2
fc2_dg12_p_gemm                                1.052   4161.90      1   161     2
fc2_dg12_p_strip                               0.987   4438.38      0    96     0
fc2_dg14_e2_p_fused                              ERR         ?      ?     ?     ?
fc2_dg14_e2_p_gemm                             1.032   4242.22      1   163     2
fc2_dg14_e2_p_strip                            0.986   4442.76      0    96     0
fc2_dg14_p_fused                               1.058   4140.06      0   117     2
fc2_dg14_p_gemm                                1.046   4185.84      1   161     2
fc2_dg14_p_strip                               0.987   4439.92      0    96     0
fc2_dg16_e2_p_fused                              ERR         ?      ?     ?     ?
fc2_dg16_e2_p_gemm                             1.033   4238.55      1   163     2
fc2_dg16_e2_p_strip                            0.987   4437.08      0    96     0
fc2_dg16_p_fused                               1.065   4114.21      1   117     2
fc2_dg16_p_gemm                                1.047   4184.98      1   161     2
fc2_dg16_p_strip                               0.987   4436.57      0    96     0
fc2_dg20_e2_p_fused                              ERR         ?      ?     ?     ?
fc2_dg20_e2_p_gemm                             1.037   4225.25      1   163     2
fc2_dg20_e2_p_strip                            0.988   4435.21      0    96     0
fc2_dg20_p_fused                               1.077   4066.58      1   117     2
fc2_dg20_p_gemm                                1.057   4143.55      1   161     2
fc2_dg20_p_strip                               0.988   4435.21      0    96     0
fc2_dg24_e2_p_fused                              ERR         ?      ?     ?     ?
fc2_dg24_e2_p_gemm                             1.040   4213.22      1   163     2
fc2_dg24_e2_p_strip                            0.987   4435.99      0    96     0
fc2_dg24_p_fused                               1.067   4103.39      1   117     2
fc2_dg24_p_gemm                                1.053   4161.37      1   161     2
fc2_dg24_p_strip                               0.987   4436.58      0    96     0
fc2_dg2_e2_p_fused                             1.071   4090.09      1   119     2
fc2_dg2_e2_p_gemm                              1.045   4190.25      1   163     2
fc2_dg2_e2_p_strip                             0.985   4445.35      0    96     0
fc2_dg2_p_fused                                1.070   4092.39      1   117     2
fc2_dg2_p_gemm                                 1.059   4135.14      1   161     2
fc2_dg2_p_strip                                0.986   4442.45      0    96     0
fc2_dg32_e2_p_fused                              ERR         ?      ?     ?     ?
fc2_dg32_e2_p_gemm                             1.061   4128.56      1   163     2
fc2_dg32_e2_p_strip                            0.988   4435.31      0    96     0
fc2_dg32_p_fused                               1.118   3919.03      1   117     2
fc2_dg32_p_gemm                                1.077   4067.99      1   161     2
fc2_dg32_p_strip                               0.988   4434.64      0    96     0
fc2_dg3_e2_p_fused                             1.069   4096.92      1   119     2
fc2_dg3_e2_p_gemm                              1.045   4190.34      1   163     2
fc2_dg3_e2_p_strip                             0.987   4439.67      0    96     0
fc2_dg3_p_fused                                1.070   4095.22      1   117     2
fc2_dg3_p_gemm                                 1.059   4134.69      1   161     2
fc2_dg3_p_strip                                0.986   4440.35      0    96     0
fc2_dg4_e2_p_fused                             1.067   4104.58      0   119     2
fc2_dg4_e2_p_gemm                              1.042   4202.30      1   163     2
fc2_dg4_e2_p_strip                             0.986   4440.80      0    96     0
fc2_dg4_p_fused                                1.066   4107.52      1   117     2
fc2_dg4_p_gemm                                 1.055   4151.07      1   161     2
fc2_dg4_p_strip                                0.987   4438.36      0    96     0
fc2_dg6_e2_p_fused                             1.070   4094.52      1   119     2
fc2_dg6_e2_p_gemm                              1.041   4206.36      1   163     2
fc2_dg6_e2_p_strip                             0.986   4440.06      0    96     0
fc2_dg6_p_fused                                1.068   4101.62      1   117     2
fc2_dg6_p_gemm                                 1.054   4155.01      1   161     2
fc2_dg6_p_strip                                0.987   4439.73      0    96     0
fc2_dgsnake_e2_p_fused                         1.065   4111.96      0   119     2
fc2_dgsnake_e2_p_gemm                          1.037   4224.10      1   160     2
fc2_dgsnake_e2_p_strip                         0.987   4438.03      0    96     0
fc2_dgsnake_p_fused                            1.066   4109.96      1   117     2
fc2_dgsnake_p_gemm                             1.050   4173.32      1   158     2
fc2_dgsnake_p_strip                            0.987   4439.04      0    96     0
fc2_dgswizzle_e2_p_fused                       1.065   4112.46      0   119     2
fc2_dgswizzle_e2_p_gemm                        1.040   4211.43      1   163     2
fc2_dgswizzle_e2_p_strip                       0.987   4439.43      0    96     0
fc2_dgswizzle_p_fused                          1.064   4114.72      1   117     2
fc2_dgswizzle_p_gemm                           1.052   4163.96      1   161     2
fc2_dgswizzle_p_strip                          0.987   4438.35      0    96     0
fc2_hilbert_e2_p_fused                           ERR         ?      ?     ?     ?
fc2_hilbert_e2_p_gemm                          1.052   4162.49      1   160     2
fc2_hilbert_e2_p_strip                         0.986   4440.47      0    99     0
fc2_hilbert_p_fused                            1.089   4021.64      1   117     2
fc2_hilbert_p_gemm                             1.065   4112.01      1   158     2
fc2_hilbert_p_strip                            0.987   4439.17      0    99     0
fc2_kstagger2_e2_p_fused                         ERR         ?      ?     ?     ?
fc2_kstagger2_e2_p_gemm                        1.051   4166.22      1   210     2
fc2_kstagger2_e2_p_strip                       1.026   4270.25      0   127     0
fc2_kstagger2_p_fused                          1.075   4072.87      1   150     2
fc2_kstagger2_p_gemm                           1.058   4141.76      1   186     2
fc2_kstagger2_p_strip                          1.026   4268.96      0   127     0
fc2_kstagger3_e2_p_fused                         ERR         ?      ?     ?     ?
fc2_kstagger3_e2_p_gemm                        1.050   4170.92      1   210     2
fc2_kstagger3_e2_p_strip                       1.026   4269.35      0   128     0
fc2_kstagger3_p_fused                          1.068   4101.46      1   148     2
fc2_kstagger3_p_gemm                           1.056   4147.28      1   187     2
fc2_kstagger3_p_strip                          1.028   4260.99      0   128     0
fc2_kstagger_e2_p_fused                          ERR         ?      ?     ?     ?
fc2_kstagger_e2_p_gemm                         1.054   4155.21      1   210     2
fc2_kstagger_e2_p_strip                        1.025   4274.97      0   128     0
fc2_kstagger_p_fused                           1.071   4089.72      1   148     2
fc2_kstagger_p_gemm                            1.066   4110.69      1   187     2
fc2_kstagger_p_strip                           1.026   4269.90      0   128     0
fc2_ncycle_e2_p_fused                          1.225   3576.40      1   119     2
fc2_ncycle_e2_p_gemm                           1.190   3680.43      1   159     2
fc2_ncycle_e2_p_strip                          1.027   4266.79      0    96     0
fc2_ncycle_p_fused                             1.228   3567.35      1   117     2
fc2_ncycle_p_gemm                              1.199   3653.47      1   160     2
fc2_ncycle_p_strip                             1.028   4261.98      0    96     0
fc2_nflat_e2_p_fused                           1.197   3657.85      1   119     2
fc2_nflat_e2_p_gemm                            1.167   3752.86      1   162     2
fc2_nflat_e2_p_strip                           1.027   4263.76      0    96     0
fc2_nflat_p_fused                              1.205   3633.94      1   117     2
fc2_nflat_p_gemm                               1.169   3746.04      1   159     2
fc2_nflat_p_strip                              1.028   4262.64      0    96     0
fc2_nlock_e2_p_fused                           1.099   3984.40      1   119     2
fc2_nlock_e2_p_gemm                            1.083   4043.68      1   160     2
fc2_nlock_e2_p_strip                           0.986   4442.66      0    96     0
fc2_nlock_p_fused                              1.103   3971.33      1   117     2
fc2_nlock_p_gemm                               1.094   4002.88      1   158     2
fc2_nlock_p_strip                              0.987   4439.54      0    96     0
fc2_nsnake_e2_p_fused                          1.224   3578.14      0   119     2
fc2_nsnake_e2_p_gemm                           1.189   3684.11      1   159     2
fc2_nsnake_e2_p_strip                          1.029   4258.65      0    96     0
fc2_nsnake_p_fused                             1.227   3569.40      1   117     2
fc2_nsnake_p_gemm                              1.199   3654.48      1   158     2
fc2_nsnake_p_strip                             1.026   4268.96      0    96     0
fc2_rowmajor_e2_p_fused                        1.071   4088.10      1   119     2
fc2_rowmajor_e2_p_gemm                         1.059   4136.10      1   160     2
fc2_rowmajor_e2_p_strip                        0.986   4441.62      0    96     0
fc2_rowmajor_p_fused                           1.070   4091.80      1   117     2
fc2_rowmajor_p_gemm                            1.072   4085.83      1   158     2
fc2_rowmajor_p_strip                           0.986   4443.51      0    96     0
fc2_zigzag_e2_p_fused                          1.072   4086.68      1   119     2
fc2_zigzag_e2_p_gemm                           1.060   4133.74      1   159     2
fc2_zigzag_e2_p_strip                          0.986   4442.87      0    96     0
fc2_zigzag_p_fused                             1.072   4087.40      1   117     2
fc2_zigzag_p_gemm                              1.072   4084.60      1   158     2
fc2_zigzag_p_strip                             0.986   4442.99      0    96     0
fc2_zorder_e2_p_fused                          1.076   4068.93      1   119     2
fc2_zorder_e2_p_gemm                           1.061   4126.30      1   160     2
fc2_zorder_e2_p_strip                          0.987   4439.18      0    96     0
fc2_zorder_p_fused                             1.081   4052.02      1   117     2
fc2_zorder_p_gemm                              1.070   4094.24      1   158     2
fc2_zorder_p_strip                             0.986   4441.13      0    96     0

=== DECOMPOSITION (ms) ===
layer  dispatch      pk     fused      gemm     strip       f-g       g-s
-------------------------------------------------------------------------
fc1   checkered     p      2.021     1.687     1.371     0.334     0.316
fc1   checkered_e2  p      3.247     1.644     1.369     1.603     0.275
fc1   default       p      2.097     1.875     1.381     0.222     0.494
fc1   default_e2    p      3.300     1.796     1.380     1.504     0.416
fc1   dg10          p      2.087     1.641     1.364     0.446     0.277
fc1   dg10_e2       p      3.307     1.572     1.361     1.735     0.211
fc1   dg12          p      2.084     1.651     1.374     0.433     0.277
fc1   dg12_e2       p      3.311     1.592     1.371     1.719     0.221
fc1   dg16          p      2.093     1.632     1.364     0.461     0.268
fc1   dg16_e2       p      3.311     1.560     1.363     1.751     0.197
fc1   dg24          p      2.099     1.641     1.371     0.458     0.270
fc1   dg24_e2       p      3.324     1.577     1.370     1.747     0.207
fc1   dg32          p      2.097     1.710     1.365     0.387     0.345
fc1   dg32_e2       p      3.337     1.618     1.366     1.719     0.252
fc1   dg4           p      2.098     1.662     1.397     0.436     0.265
fc1   dg4_e2        p      3.326     1.628     1.394     1.698     0.234
fc1   dg6           p      2.088     1.670     1.366     0.418     0.304
fc1   dg6_e2        p      3.314     1.643     1.365     1.671     0.278
fc1   dgsnake       p      2.082     1.654     1.383     0.428     0.271
fc1   dgsnake_e2    p      3.319     1.645     1.380     1.674     0.265
fc1   dgswizzle     p      2.095     1.655     1.381     0.440     0.274
fc1   dgswizzle_e2  p      3.310     1.646     1.379     1.664     0.267
fc1   hilbert       p      2.255     1.697     1.436     0.558     0.261
fc1   hilbert_e2    p      3.457     1.484     1.396     1.973     0.088
fc1   kstagger      p      2.047     1.710     1.384     0.337     0.326
fc1   kstagger_e2   p      3.488     1.651     1.382     1.837     0.269
fc1   ncycle        p      2.036     2.035     1.337     0.001     0.698
fc1   ncycle_e2     p      3.241     1.891     1.334     1.350     0.557
fc1   nflat         p      2.037     1.718     1.340     0.319     0.378
fc1   nflat_e2      p      3.243     1.556     1.339     1.687     0.217
fc1   nlock         p      2.027     2.144     1.466    -0.117     0.678
fc1   nlock_e2      p      3.245     2.005     1.464     1.240     0.541
fc1   nsnake        p      2.036     2.042     1.337    -0.006     0.705
fc1   nsnake_e2     p      3.237     1.889     1.336     1.348     0.553
fc1   rowmajor      p      2.031     1.891     1.380     0.140     0.511
fc1   rowmajor_e2   p      3.235     1.809     1.378     1.426     0.431
fc1   zigzag        p      2.030     1.890     1.382     0.140     0.508
fc1   zigzag_e2     p      3.262     1.810     1.380     1.452     0.430
fc1   zorder        p      2.095     1.754     1.359     0.341     0.395
fc1   zorder_e2     p      3.194     1.521     1.357     1.673     0.164
fc2   checkered     p      1.063     1.051     0.986     0.012     0.065
fc2   checkered_e2  p      1.062     1.042     0.985     0.020     0.057
fc2   default       p      1.070     1.073     1.026    -0.003     0.047
fc2   default_e2    p          —     1.061     1.025         —     0.036
fc2   dg10          p      1.068     1.050     0.988     0.018     0.062
fc2   dg10_e2       p          —     1.037     0.987         —     0.050
fc2   dg12          p      1.067     1.052     0.987     0.015     0.065
fc2   dg12_e2       p      1.068     1.040     0.987     0.028     0.053
fc2   dg14          p      1.058     1.046     0.987     0.012     0.059
fc2   dg14_e2       p          —     1.032     0.986         —     0.046
fc2   dg16          p      1.065     1.047     0.987     0.018     0.060
fc2   dg16_e2       p          —     1.033     0.987         —     0.046
fc2   dg2           p      1.070     1.059     0.986     0.011     0.073
fc2   dg20          p      1.077     1.057     0.988     0.020     0.069
fc2   dg20_e2       p          —     1.037     0.988         —     0.049
fc2   dg24          p      1.067     1.053     0.987     0.014     0.066
fc2   dg24_e2       p          —     1.040     0.987         —     0.053
fc2   dg2_e2        p      1.071     1.045     0.985     0.026     0.060
fc2   dg3           p      1.070     1.059     0.986     0.011     0.073
fc2   dg32          p      1.118     1.077     0.988     0.041     0.089
fc2   dg32_e2       p          —     1.061     0.988         —     0.073
fc2   dg3_e2        p      1.069     1.045     0.987     0.024     0.058
fc2   dg4           p      1.066     1.055     0.987     0.011     0.068
fc2   dg4_e2        p      1.067     1.042     0.986     0.025     0.056
fc2   dg6           p      1.068     1.054     0.987     0.014     0.067
fc2   dg6_e2        p      1.070     1.041     0.986     0.029     0.055
fc2   dgsnake       p      1.066     1.050     0.987     0.016     0.063
fc2   dgsnake_e2    p      1.065     1.037     0.987     0.028     0.050
fc2   dgswizzle     p      1.064     1.052     0.987     0.012     0.065
fc2   dgswizzle_e2  p      1.065     1.040     0.987     0.025     0.053
fc2   hilbert       p      1.089     1.065     0.987     0.024     0.078
fc2   hilbert_e2    p          —     1.052     0.986         —     0.066
fc2   kstagger      p      1.071     1.066     1.026     0.005     0.040
fc2   kstagger2     p      1.075     1.058     1.026     0.017     0.032
fc2   kstagger2_e2  p          —     1.051     1.026         —     0.025
fc2   kstagger3     p      1.068     1.056     1.028     0.012     0.028
fc2   kstagger3_e2  p          —     1.050     1.026         —     0.024
fc2   kstagger_e2   p          —     1.054     1.025         —     0.029
fc2   ncycle        p      1.228     1.199     1.028     0.029     0.171
fc2   ncycle_e2     p      1.225     1.190     1.027     0.035     0.163
fc2   nflat         p      1.205     1.169     1.028     0.036     0.141
fc2   nflat_e2      p      1.197     1.167     1.027     0.030     0.140
fc2   nlock         p      1.103     1.094     0.987     0.009     0.107
fc2   nlock_e2      p      1.099     1.083     0.986     0.016     0.097
fc2   nsnake        p      1.227     1.199     1.026     0.028     0.173
fc2   nsnake_e2     p      1.224     1.189     1.029     0.035     0.160
fc2   rowmajor      p      1.070     1.072     0.986    -0.002     0.086
fc2   rowmajor_e2   p      1.071     1.059     0.986     0.012     0.073
fc2   zigzag        p      1.072     1.072     0.986     0.000     0.086
fc2   zigzag_e2     p      1.072     1.060     0.986     0.012     0.074
fc2   zorder        p      1.081     1.070     0.986     0.011     0.084
fc2   zorder_e2     p      1.076     1.061     0.987     0.015     0.074

=== DRAM AMPLIFICATION ===
label                                         read_GB   read_amp   write_GB  write_amp
--------------------------------------------------------------------------------------
fc1_default_p_fused                             2.480      3.47x      5.650      0.99x
fc1_default_e2_p_fused                          2.370      3.31x      5.650      0.99x
fc1_default_p_gemm                              1.310      1.83x      5.640      0.99x
fc1_default_e2_p_gemm                           1.490      2.08x      5.660      0.99x
fc1_default_p_strip                             0.883      1.23x      0.004          ?
fc1_default_e2_p_strip                          0.885      1.24x      0.004          ?
fc1_dgswizzle_p_fused                           1.700      2.38x      5.650      0.99x
fc1_dgswizzle_e2_p_fused                        1.560      2.18x      5.650      0.99x
fc1_dgswizzle_p_gemm                            0.785      1.10x      5.650      0.99x
fc1_dgswizzle_e2_p_gemm                         0.716      1.00x      5.640      0.99x
fc1_dgswizzle_p_strip                           0.716      1.00x      0.003          ?
fc1_dgswizzle_e2_p_strip                        0.717      1.00x      0.004          ?
fc1_zorder_p_fused                              1.040      1.45x      1.910      0.33x
fc1_zorder_e2_p_fused                           1.080      1.51x      1.910      0.33x
fc1_zorder_p_gemm                               0.834      1.17x      1.860      0.33x
fc1_zorder_e2_p_gemm                            0.717      1.00x      1.850      0.32x
fc1_zorder_p_strip                              0.715      1.00x      0.003          ?
fc1_zorder_e2_p_strip                           0.715      1.00x      0.003          ?
fc1_hilbert_p_fused                             1.030      1.44x      1.900      0.33x
fc1_hilbert_e2_p_fused                          0.974      1.36x      1.890      0.33x
fc1_hilbert_p_gemm                              0.723      1.01x      1.850      0.32x
fc1_hilbert_e2_p_gemm                           0.717      1.00x      1.850      0.32x
fc1_hilbert_p_strip                             0.715      1.00x      0.003          ?
fc1_hilbert_e2_p_strip                          0.715      1.00x      0.004          ?
fc1_zigzag_p_fused                              1.440      2.01x      5.650      0.99x
fc1_zigzag_e2_p_fused                           1.320      1.85x      5.650      0.99x
fc1_zigzag_p_gemm                               0.715      1.00x      5.640      0.99x
fc1_zigzag_e2_p_gemm                            0.715      1.00x      5.640      0.99x
fc1_zigzag_p_strip                              0.716      1.00x      0.003          ?
fc1_zigzag_e2_p_strip                           0.715      1.00x      0.003          ?
fc1_rowmajor_p_fused                            1.420      1.99x      5.650      0.99x
fc1_rowmajor_e2_p_fused                         1.290      1.80x      5.650      0.99x
fc1_rowmajor_p_gemm                             0.715      1.00x      5.640      0.99x
fc1_rowmajor_e2_p_gemm                          0.715      1.00x      5.640      0.99x
fc1_rowmajor_p_strip                            0.716      1.00x      0.003          ?
fc1_rowmajor_e2_p_strip                         0.715      1.00x      0.003          ?
fc1_ncycle_p_fused                              0.741      1.04x      5.650      0.99x
fc1_ncycle_e2_p_fused                           0.752      1.05x      5.650      0.99x
fc1_ncycle_p_gemm                               0.826      1.15x      5.640      0.99x
fc1_ncycle_e2_p_gemm                            0.826      1.15x      5.640      0.99x
fc1_ncycle_p_strip                              0.715      1.00x      0.003          ?
fc1_ncycle_e2_p_strip                           0.715      1.00x      0.003          ?
fc1_nflat_p_fused                               0.718      1.00x      5.650      0.99x
fc1_nflat_e2_p_fused                            0.717      1.00x      5.650      0.99x
fc1_nflat_p_gemm                                0.717      1.00x      5.650      0.99x
fc1_nflat_e2_p_gemm                             0.718      1.00x      5.650      0.99x
fc1_nflat_p_strip                               0.715      1.00x      0.003          ?
fc1_nflat_e2_p_strip                            0.716      1.00x      0.004          ?
fc1_nsnake_p_fused                              0.746      1.04x      5.650      0.99x
fc1_nsnake_e2_p_fused                           0.749      1.05x      5.650      0.99x
fc1_nsnake_p_gemm                               0.826      1.15x      5.640      0.99x
fc1_nsnake_e2_p_gemm                            0.826      1.15x      5.640      0.99x
fc1_nsnake_p_strip                              0.715      1.00x      0.003          ?
fc1_nsnake_e2_p_strip                           0.715      1.00x      0.003          ?
fc1_nlock_p_fused                               1.260      1.76x      4.980      0.87x
fc1_nlock_e2_p_fused                            1.240      1.73x      4.980      0.87x
fc1_nlock_p_gemm                                0.715      1.00x      4.970      0.87x
fc1_nlock_e2_p_gemm                             0.715      1.00x      4.970      0.87x
fc1_nlock_p_strip                               0.716      1.00x      0.004          ?
fc1_nlock_e2_p_strip                            0.716      1.00x      0.003          ?
fc1_checkered_p_fused                           1.410      1.97x      5.650      0.99x
fc1_checkered_e2_p_fused                        1.330      1.86x      5.650      0.99x
